Project Name,Package Name,Type Name,Code Smell
mall,com.macro.mall.model,Criteria,Unutilized Abstraction
mall,com.macro.mall.model,Criterion,Unutilized Abstraction
mall,com.macro.mall.portal.component,CancelOrderReceiver,Unutilized Abstraction
mall,com.macro.mall.portal.component,OrderTimeOutCancelTask,Unutilized Abstraction
mall,com.macro.mall.portal.config,GlobalCorsConfig,Unutilized Abstraction
mall,com.macro.mall.portal.config,JacksonConfig,Unutilized Abstraction
mall,com.macro.mall.portal.config,MallSecurityConfig,Unutilized Abstraction
mall,com.macro.mall.portal.config,MyBatisConfig,Unnecessary Abstraction
mall,com.macro.mall.portal.config,MyBatisConfig,Unutilized Abstraction
mall,com.macro.mall.portal.config,RabbitMqConfig,Unutilized Abstraction
mall,com.macro.mall.portal.config,SpringTaskConfig,Unnecessary Abstraction
mall,com.macro.mall.portal.config,SpringTaskConfig,Unutilized Abstraction
mall,com.macro.mall.portal.config,SwaggerConfig,Unutilized Abstraction
mall,com.macro.mall.portal.controller,HomeController,Unutilized Abstraction
mall,com.macro.mall.portal.controller,MemberAttentionController,Unutilized Abstraction
mall,com.macro.mall.portal.controller,MemberProductCollectionController,Unutilized Abstraction
mall,com.macro.mall.portal.controller,MemberReadHistoryController,Unutilized Abstraction
mall,com.macro.mall.portal.controller,OmsCartItemController,Unutilized Abstraction
mall,com.macro.mall.portal.controller,OmsPortalOrderController,Unutilized Abstraction
mall,com.macro.mall.portal.controller,OmsPortalOrderReturnApplyController,Unutilized Abstraction
mall,com.macro.mall.portal.controller,PmsPortalBrandController,Unutilized Abstraction
mall,com.macro.mall.portal.controller,PmsPortalProductController,Unutilized Abstraction
mall,com.macro.mall.portal.controller,UmsMemberController,Unutilized Abstraction
mall,com.macro.mall.portal.controller,UmsMemberCouponController,Unutilized Abstraction
mall,com.macro.mall.portal.controller,UmsMemberReceiveAddressController,Unutilized Abstraction
mall,com.macro.mall.portal.domain,CartProduct,Unnecessary Abstraction
mall,com.macro.mall.portal.domain,CartPromotionItem,Unnecessary Abstraction
mall,com.macro.mall.portal.domain,CartPromotionItem,Broken Modularization
mall,com.macro.mall.portal.domain,ConfirmOrderResult,Broken Modularization
mall,com.macro.mall.portal.domain,CalcAmount,Unnecessary Abstraction
mall,com.macro.mall.portal.domain,FlashPromotionProduct,Unnecessary Abstraction
mall,com.macro.mall.portal.domain,FlashPromotionProduct,Unutilized Abstraction
mall,com.macro.mall.portal.domain,HomeContentResult,Broken Modularization
mall,com.macro.mall.portal.domain,HomeFlashPromotion,Unnecessary Abstraction
mall,com.macro.mall.portal.domain,HomeFlashPromotion,Broken Modularization
mall,com.macro.mall.portal.domain,MemberBrandAttention,Broken Modularization
mall,com.macro.mall.portal.domain,MemberProductCollection,Broken Modularization
mall,com.macro.mall.portal.domain,MemberReadHistory,Broken Modularization
mall,com.macro.mall.portal.domain,OmsOrderDetail,Unnecessary Abstraction
mall,com.macro.mall.portal.domain,OmsOrderReturnApplyParam,Broken Modularization
mall,com.macro.mall.portal.domain,OrderParam,Unnecessary Abstraction
mall,com.macro.mall.portal.domain,OrderParam,Broken Modularization
mall,com.macro.mall.portal.domain,PmsPortalProductDetail,Broken Modularization
mall,com.macro.mall.portal.domain,PmsProductCategoryNode,Unnecessary Abstraction
mall,com.macro.mall.portal.domain,PromotionProduct,Unnecessary Abstraction
mall,com.macro.mall.portal.domain,SmsCouponHistoryDetail,Unnecessary Abstraction
mall,com.macro.mall.portal.domain,SmsCouponHistoryDetail,Unutilized Abstraction
mall,com.macro.mall.portal,MallPortalApplicationTests,Unutilized Abstraction
mall,com.macro.mall.portal,PortalProductDaoTests,Unutilized Abstraction
mall,com.macro.mall.portal.service.impl,HomeServiceImpl,Unutilized Abstraction
mall,com.macro.mall.portal.service.impl,MemberAttentionServiceImpl,Unutilized Abstraction
mall,com.macro.mall.portal.service.impl,MemberCollectionServiceImpl,Unutilized Abstraction
mall,com.macro.mall.portal.service.impl,MemberReadHistoryServiceImpl,Unutilized Abstraction
mall,com.macro.mall.portal.service.impl,OmsCartItemServiceImpl,Unutilized Abstraction
mall,com.macro.mall.portal.service.impl,OmsPortalOrderReturnApplyServiceImpl,Unutilized Abstraction
mall,com.macro.mall.portal.service.impl,OmsPortalOrderServiceImpl,Unutilized Abstraction
mall,com.macro.mall.portal.service.impl,OmsPortalOrderServiceImpl,Insufficient Modularization
mall,com.macro.mall.portal.service.impl,OmsPromotionServiceImpl,Unutilized Abstraction
mall,com.macro.mall.portal.service.impl,PmsPortalBrandServiceImpl,Unutilized Abstraction
mall,com.macro.mall.portal.service.impl,PmsPortalProductServiceImpl,Unutilized Abstraction
mall,com.macro.mall.portal.service.impl,UmsMemberCacheServiceImpl,Unutilized Abstraction
mall,com.macro.mall.portal.service.impl,UmsMemberCouponServiceImpl,Unutilized Abstraction
mall,com.macro.mall.portal.service.impl,UmsMemberReceiveAddressServiceImpl,Unutilized Abstraction
mall,com.macro.mall.portal.service.impl,UmsMemberServiceImpl,Unutilized Abstraction
mall,com.macro.mall.search.config,MyBatisConfig,Unnecessary Abstraction
mall,com.macro.mall.search.config,MyBatisConfig,Unutilized Abstraction
mall,com.macro.mall.search.config,SwaggerConfig,Unutilized Abstraction
mall,com.macro.mall.search.controller,EsProductController,Unutilized Abstraction
mall,com.macro.mall.search.domain,EsProduct,Broken Modularization
mall,com.macro.mall.search.domain,EsProductAttributeValue,Unutilized Abstraction
mall,com.macro.mall.search.domain,EsProductAttributeValue,Broken Modularization
mall,com.macro.mall.search.domain,EsProductRelatedInfo,Broken Modularization
mall,com.macro.mall.search.domain,ProductAttr,Unnecessary Abstraction
mall,com.macro.mall.search.domain,ProductAttr,Unutilized Abstraction
mall,com.macro.mall.search,MallSearchApplicationTests,Unutilized Abstraction
mall,com.macro.mall.search.service.impl,EsProductServiceImpl,Unutilized Abstraction
mall,com.macro.mall.security.aspect,RedisCacheAspect,Unutilized Abstraction
mall,com.macro.mall.security.component,DynamicSecurityFilter,Unutilized Abstraction
mall,com.macro.mall.security.component,JwtAuthenticationTokenFilter,Unutilized Abstraction
mall,com.macro.mall.security.component,RestAuthenticationEntryPoint,Unutilized Abstraction
mall,com.macro.mall.security.component,RestfulAccessDeniedHandler,Unutilized Abstraction
mall,com.macro.mall.security.config,CommonSecurityConfig,Unutilized Abstraction
mall,com.macro.mall.security.config,IgnoreUrlsConfig,Unnecessary Abstraction
mall,com.macro.mall.security.config,RedisConfig,Unnecessary Abstraction
mall,com.macro.mall.security.config,RedisConfig,Unutilized Abstraction
mall,com.macro.mall.security.config,SecurityConfig,Unutilized Abstraction
